Date,Open,Close
2021-01-04,10.717499732971191,10.837499618530273
2021-01-05,10.703749656677246,10.842499732971191
2021-01-06,10.725000381469727,10.678750038146973
2021-01-07,10.395000457763672,10.744999885559082
2021-01-08,10.899999618530273,10.756250381469727
2021-01-09,10.899999618530273,10.756250381469727
2021-01-10,10.899999618530273,10.756250381469727
2021-01-11,10.824999809265137,11.313750267028809
2021-01-12,11.300000190734863,11.217499732971191
2021-01-13,11.141249656677246,11.137499809265137
2021-01-14,11.141249656677246,11.008749961853027
2021-01-15,10.912500381469727,10.77750015258789
2021-01-16,10.912500381469727,10.77750015258789
2021-01-17,10.912500381469727,10.77750015258789
2021-01-18,10.701250076293945,10.699999809265137
2021-01-19,10.75,10.59375
2021-01-20,10.757499694824219,10.977499961853027
2021-01-21,11.092499732971191,11.213749885559082
2021-01-22,11.300000190734863,11.207500457763672
2021-01-23,11.300000190734863,11.207500457763672
2021-01-24,11.300000190734863,11.207500457763672
2021-01-25,11.362500190734863,11.114999771118164
2021-01-26,11.148750305175781,11.162500381469727
2021-01-27,11.119999885559082,10.731249809265137
2021-01-28,10.626250267028809,10.836250305175781
2021-01-29,10.62874984741211,10.75374984741211
2021-01-30,10.62874984741211,10.75374984741211
2021-01-31,10.62874984741211,10.75374984741211
2021-02-01,10.8149995803833,10.77750015258789
2021-02-02,10.994999885559082,11.061249732971191
2021-02-03,11.311249732971191,11.261249542236328
2021-02-04,11.265000343322754,11.265000343322754
2021-02-05,11.375,11.302499771118164
2021-02-06,11.375,11.302499771118164
2021-02-07,11.375,11.302499771118164
2021-02-08,11.337499618530273,11.675000190734863
2021-02-09,11.850000381469727,11.87125015258789
2021-02-10,11.856249809265137,12.050000190734863
2021-02-11,12.149999618530273,12.555000305175781
2021-02-12,12.550000190734863,12.577500343322754
2021-02-13,12.550000190734863,12.577500343322754
2021-02-14,12.550000190734863,12.577500343322754
2021-02-15,12.489999771118164,12.454999923706055
2021-02-16,12.449999809265137,12.524999618530273
2021-02-17,12.697500228881836,12.313750267028809
2021-02-18,12.3125,12.180000305175781
2021-02-19,12.321249961853027,12.482500076293945
2021-02-20,12.321249961853027,12.482500076293945
2021-02-21,12.321249961853027,12.482500076293945
2021-02-22,12.206250190734863,12.173749923706055
2021-02-23,11.868749618530273,11.49625015258789
2021-02-24,11.65250015258789,11.601249694824219
